"Question","Answer"
"나는 짐작했다 쥐들은 풀과 이끼까지
터널을 파며 계속 갔고
살아남는 데 아무 문제가 없었을 것이라고,
하지만 나는 바론 위즐이 어떻게 지내는지 궁금했다.","I suppose the mice went right on tunneling
to the grasses and the mosses
and had no trouble staying alive,
but I did wonder how The Baron Weasel was doing."
"걱정할 필요가 없었다.","I needn't have."
"여기 그에 관한 메모가 있다.","Here are some notes about him."
"나는 바론 위즐에 대해 걱정하지 말았어야 했다;
그는 빙풍 후에 나타났고,
매끈하고 만족스러운 모습이었다.","I should not have worried about The Baron Weasel;
he appeared after the ice storm,
looking sleek and pleased with himself."
"나는 생각한다 그가 많은 죽어가는 동물들과
새들로 왕처럼 식사했다고.","I think he dined royally
on the many dying animals and birds."
"어쨌든, 그는 활력이 넘쳤고
솔송나무를 올라가 프라이트풀을
그녀의 자리에서 쫓아내려 했다.","In any event, he was full of pep
and ran up the hemlock to chase Frightful
off her perch."
"그 바론!","That Baron!"
"내가 더 이상 프라이트풀을 많이 묶어둘 필요가 없어서 다행이다,
아니면 그는 분명히 그녀를 죽이려 했을 것이다.","It's a good thing I don't have to tie Frightful much anymore,
or he would certainly try to kill her."
"그는 여전히 나를 공격한다,
먹이보다는 눈 속으로 나자빠지는 재미로,
왜냐하면 그는 몇 달째 내 바지에 이빨을 박지 않았으니까.","He still attacks me,
more for the fun of being sent sprawling out into the snow than for food,
for he hasn't put his teeth in my trousers for months."
"1월은 맹렬한 달이었다.","January was a fierce month."
"빙풍 후에 더 많은 눈이 왔다.","After the ice storm came more snow."
"산꼭대기에는 눈이 없는 때가 없었고,
계곡은 막혀 있었다;
가장 따뜻한 날에만 들을 수 있었다,
얼음 깊은 곳에서,
물이 폭포 위로 스며드는 졸졸 소리를.","The mountaintop was never free of it,
the gorge was blocked;
only on the warmest days could I hear,
deep under the ice,
the trickle of water seeping over the falls."
"나는 아직 음식이 있었지만, 줄어들고 있었다.","I still had food, but it was getting low."
"신선하게 얼린 사슴고기는 다 떨어졌고,
대부분의 구근과 덩이줄기도.","All the fresh-frozen venison was gone,
and most of the bulbs and tubers."
"나는 그저 단순한 민들레 나물이 간절했다.","I longed for just a simple dandelion green."
"1월 말쯤 나는 피곤함을 느끼기 시작했고,
팔꿈치와 무릎이 약간 뻣뻣했다.","Toward the end of January I began to feel tired,
and my elbows and knees were a little stiff."
"이것이 걱정되었다.","This worried me."
"나는 판단했다 어떤 비타민 때문일 것이라고
내가 섭취하지 못하고 있는,
하지만 어떤 비타민인지 기억할 수 없었고
기억할 수 있다 해도 어디서 찾을 수 있는지도 몰랐다.","I figured it was due to some vitamin I wasn't getting,
but I couldn't remember which vitamin it was
or even where I would find it
if I could remember it."
"어느 날 아침 코피가 났다.","One morning my nose bled."
"좀 겁이 났고,
도서관까지 걸어가서
비타민에 관한 자료를 다시 읽어야 하지 않을까 생각했다.","It frightened me a bit,
and I wondered if I shouldn't hike to the library
and reread the material on vitamins."
"하지만 오래 가지 않았기에,
그리 심각하지는 않다고 판단했다.","It didn't last long, however,
so I figured it wasn't too serious."
"나는 결정했다 풀이 나올 때까지 버틸 것이라고,
왜냐하면 나는 생각했기 때문에
몇 달째 녹색 식물을 먹지 못했으니
그것이 아마 문제일 것이라고.","I decided I would live until the greens came to the land,
for I was of the opinion that
since I had had nothing green for months,
that was probably the trouble."
"같은 날 프라이트풀이 초원에서 토끼를 잡았다.","On that same day Frightful caught a rabbit in the meadow."
"내가 손질할 때, 간이 갑자기 너무 먹음직스러워 보여서
준비할 때까지 거의 기다릴 수 없었다.","As I cleaned it, the liver suddenly looked so tempting
that I could hardly wait to prepare it."
"그 다음 일주일 동안, 나는 간이 먹고 싶어서
구할 수 있는 것은 다 먹었다.","For the next week, I craved liver
and ate all I could get."
"피곤함이 사라졌고, 뼈의 통증이 멈추었고
코피도 더 이상 나지 않았다.","The tiredness ended, the bones stopped aching
and I had no more nosebleeds."
"배고픔은 재미있는 것이다.","Hunger is a funny thing."
"그것은 그 자체의 지능을 가지고 있다.","It has a kind of intelligence all its own."
"나는 첫 번째 식물이 나올 때까지 거의 매일 간을 먹었고,
더 이상 아무 문제도 없었다.","I ate liver almost every day until the first plants emerged,
and I never had any more trouble."
"나는 그 이후로 비타민을 찾아보았다.","I have looked up vitamins since."
"간이 비타민 C가 풍부하다는 것을 알고도 놀랍지 않다.","I am not surprised to find that liver is rich in vitamin C."
"감귤류 과일과 녹색 채소도 그렇다,
내가 부족했던 음식들.","So are citrus fruits and green vegetables,
the foods I lacked."
"수영이나 소리쟁이 같은 야생 식물은
이 비타민이 풍부하다.","Wild plants like sorrel and dock
are rich in this vitamin."
"내가 그때 이것을 알았다 해도,
아무 소용이 없었을 것이다,
그것들은 땅속의 뿌리에 불과했으니까.","Even if I had known this at that time,
it would have done me no good,
for they were but roots in the earth."
"결과적으로, 간은 유일하게 구할 수 있는
비타민 C의 원천이었다—
그리고 간을 나는 잔뜩 먹었다,
이유도 모른 채.","As it turned out, liver was the only available source
of vitamin C—
and on liver I stuffed,
without knowing why."
"내 건강에 대해서는 그 정도로.","So much for my health."
"나는 지금 궁금하다 왜 그보다 더 많은 문제가 없었는지,
아마도 전쟁 중에 어머니가
아동 병원에서 일했기 때문일 것이다,
음식 준비를 도우면서,
그리고 그녀는 균형 잡힌 식단이 무엇으로 이루어지는지 잘 알았다.","I wonder now why I didn't have more trouble than I did,
except that my mother worked
in a children's hospital during the war,
helping to prepare food,
and she was conscious of what made up a balanced meal."
"우리는 아이들로서 그것에 대해 많이 들었기에,
나는 겨울 식단이 불균형하다는 것을
모르지 않았다.","We heard a lot about it as kids,
so I was not unaware
that my winter diet was off balance."
"그 경험 후, 나는 숲에서
전에는 주의를 기울이지 않았던 것들을 발견했다.","After that experience, I noticed things in the forest
that I hadn't paid any attention to before."
"다람쥐가 초원 아래 어린 나무의 껍질을 벗겨
하얗게 반들반들하게 만들었다.","A squirrel had stripped the bark off a sapling
at the foot of the meadow, leaving it gleaming white."
"나는 그것을 보고 곰곰이 생각했다,
그가 비타민 하나둘이 부족해서
나무껍질에서 그것을 찾은 건 아닌지.","I pondered when I saw it,
wondering if he had lacked a vitamin or two
and had sought them in the bark."
"나도 나무껍질을 약간 먹어보았다고 고백해야겠지만,
비타민이 가득하더라도
간이 더 낫다고 결론 내렸다.","I must admit I tried a little of the bark myself,
but decided that even if it was loaded with vitamins,
I preferred liver."
"나는 또한 알아차렸다 새들이
태양이 우리 산에 빛을 내려줄 때 햇빛 속에 앉는 것을,
그리고 나는, 그 당시 비타민에 매우 관심이 있었기에,
그들이 비타민 D를 모으고 있는 건 아닌지 궁금했다.","I also noticed that the birds would sit in the sun
when it favored our mountain with its light,
and I, being awfully vitamin minded at the time,
wondered if they were gathering vitamin D."
"만약을 위해, 이를 고려하여,
나도 태양이 나올 때 햇빛 속에 앉았다.","To be on the safe side, in view of this,
I sat in the sun too when it was out."
"프라이트풀도 그랬다.","So did Frightful."
"내 메모는 이 몇 달 동안 쌓여갔고,
자작나무 껍질 일지는 보관 문제가 되었다.","My notes piled up during these months,
and my journal of birch bark became a storage problem."
"나는 마침내 그것을 나무에서 꺼내
근처 바위 선반 아래에 숨겼다.","I finally took it out of my tree
and cached it under a rock ledge nearby."
"쥐들이 그 안에 둥지를 틀었지만,
젖었을 때도 견뎠다.","The mice made nests in it,
but it held up even when it got wet."
"그것이 숲의 산물을 사용하는 것의 한 가지 점이다.","That's one thing about using the products of the forest."
"그것들은 대개 방수가 된다.","They are usually weatherproof."
"이것은 중요하다 날씨가
네 피부만큼 가깝고
먹는 것만큼 삶의 일부일 때.","This is important when the weather is near to you
as your skin and as much a part of your life
as eating."
"나는 이제 동물에 대해 더 많이 쓰고
나 자신에 대해서는 덜 쓰고 있었고,
이것은 내가 꽤 안전하다고 느끼고 있었음을 증명한다.","I was writing more about the animals now
and less about myself,
which proves I was feeling pretty safe."
"여기 흥미로운 기록이 있다.","Here is an interesting entry."
"2월 6일","February 6"
"사슴들이 내 주변으로 모두 몰려왔다.","The deer have pressed in all around me."
"그들은 배가 고프다.","They are hungry."
"분명히 그들은 새벽과 황혼에 먹이를 먹는
계곡에서 마당을 밟아 만들지만,
많은 수가 솔송나무 숲으로 다시 올라와
하루 동안 숨고 잔다.","Apparently they stamp out yards in the valleys
where they feed during the dawn and dusk,
but many of them climb back to the hemlock grove
to hide and sleep for the day."
"그들은 이 가느다란 발굽으로
깊은 눈을 너무 수월하게 헤쳐나간다.","They manage the deep snows so effortlessly
on these slender hooves."
"만약 내가 알게 된다면
지금부터 백만 년 후 내 아이들의 아이들의 아이들이
이 산에서 나처럼 살게 될 것이라는 것을,
나는 가느다란 발을 가진 아내를 맞이하고
즉시 발굽을 가진 종족을 기르기 시작해야 할 것이다,
미래의 캣스킬 아이들이
눈과 초원과 습지를
사슴만큼 쉽게 달릴 수 있도록.","If I were to know that a million years from today
my children's children's children
were to live as I am living in these mountains,
I should marry me a wife with slender feet
and begin immediately to breed a race with hooves,
that the Catskill children of the future
might run through the snows and meadows and marshes
as easily as the deer."
"나는 사슴이 걱정되기 시작했고,
여러 날 동안 나무에 올라가
그들을 위해 부드러운 가지를 잘라주었다.","I got to worrying about the deer,
and for many days I climbed trees
and cut down tender limbs for them."
"처음에는 두 마리만 왔고, 그 다음 다섯 마리,
그리고 곧 큰 눈의 흰꼬리사슴 무리가
해질녘 내 나무에서 기다리고 있었다
내가 나와서 가지를 잘라주기를.","At first only two came, then five,
and soon I had a ring of large-eyed white-tailed deer
waiting at my tree at twilight
for me to come out and chop off limbs."
"나는 이 무리가 커지는 것에 놀랐고,
그들이 서로에게 내 서비스를 알리는 데
어떤 신호를 사용하는지 궁금했다.","I was astonished to see this herd grow,
and wondered what signals they used
to inform each other of my services."
"냄새를 맡은 걸까?","Did they smell after?"
"더 만족스러워 보인 걸까?","Look more content?"
"어떻게든 그들은 친구들에게 말할 수 있었다
산 이쪽에 무료 점심이 있다고,
그리고 점점 더 많이 도착했다.","Somehow they were able to tell their friends
that there was a free lunch on my side of the mountain,
and more and more arrived."
"어느 저녁 사슴이 너무 많아서
나는 초원 반대편에서 가지를 자르기로 했다.","One evening there were so many deer
that I decided to chop limbs on the other side of the meadow."
"그들은 내 나무 주변의 눈을 헤집고
발로 긁어 땅을 파헤치고 있었다.","They were cutting up the snow
and tearing up the ground around my tree with their pawing."
"삼일 밤 후 그들은 모두 사라졌다.","Three nights later they all disappeared."
"사슴 한 마리도 가지를 먹으러 오지 않았다.","Not one deer came for limbs."
"나는 계곡 아래를 내려다보았고,
희미한 빛 속에서 아래 땅의 드러난 흙을 볼 수 있었다.","I looked down the valley,
and in the dim light could see the open earth on the land below."
"사슴은 다시 풀을 뜯을 수 있었다.","The deer could forage again."
"봄이 땅에 오고 있었다!","Spring was coming to the land!"
"내 심장이 빨리 뛰었다.","My heart beat faster."
"나는 떨고 있었던 것 같다.","I think I was trembling."
"계곡도 흐릿해졌다.","The valley also blurred."
"그럴 수 있는 유일한 것은 눈물이니,
울고 있었나 보다.","The only thing that can do that is tears,
so I guess I was crying."
"그날 밤 큰뿔부엉이들이
땅 저편으로 울음을 터뜨렸다.","That night the great horned owls
boomed out across the land."
"내 메모에 적혀 있다:","My notes read:"
"2월 10일","February 10"
"큰뿔부엉이가 알을 낳은 것 같다!","I think the great horned owls have eggs!"
"산은 하얗고, 바람이 불고, 눈은 단단하지만,
봄이 시작되고 있다 그들의 텅 빈 단풍나무 안에서.","The mountain is white, the wind blows, the snow is hard packed,
but spring is beginning in their hollow maple."
"내일 올라가 봐야겠다.","I will climb it tomorrow."
"2월 12일","February 12"
"그래, 그래, 그래.","Yes, yes, yes."
"단풍나무 안에 봄이 왔다.","It is spring in the maple."
"큰뿔부엉이 알 두 개가 놓여 있다
차갑고 눈으로 둘러싸인 구멍 안에
나무 꼭대기의 부러진 부분에.","Two great horned owl eggs lie
in the cold snow-rimmed cavity
in the broken top of the tree."
"만져보니 따뜻했다.","They were warm to my touch."
"눈 속의 알.","Eggs in the snow."
"이것이 놀랍지 않은가?","Now isn't that wonderful?"
"나는 오래 머물지 않았다,
혹독한 날씨였고
암컷이 즉시 돌아오길 원했기 때문이다.","I didn't stay long,
for it is bitter weather
and I wanted the female to return immediately."
"나는 내려왔고,
나무를 향해 달려가면서
그녀가 미끄러지듯 나아가는 것을 보았다
부엉이의 소리 없는 날개로
나뭇가지 사이를 지나며
그녀의 일로 돌아가는.","I climbed down,
and as I ran off toward my tree
I saw her drift
on those muffled wings of the owl
through the limbs and branches
as she went back to her work."
"나는 얼음 터널을 기어서 내 나무로 들어갔다
지금 그곳으로 이어지는,
바람이 내 등을 때리며.","I crawled through the tunnel of ice
that leads to my tree now,
the wind beating at my back."
"나는 저녁을 나무를 깎으며 보냈고
높은 숲에서 봄의 첫 새 생명과 함께 있는
부엉이에 대해 생각했다.","I spent the evening whittling
and thinking about the owl high in the forest
with the first new life of the spring."
"그리하여 사슴의 사라짐과 함께,
부엉이의 울음과 함께,
차가운 땅은 새 생명을 만들기 시작했다.","And so with the disappearance of the deer,
the hoot of the owl,
the cold land began to create new life."
"봄은 끔찍하게 신나는 것이다
네가 바로 그 한가운데 살아 있을 때.","Spring is terribly exciting
when you are alive right in it."
"나는 녹색 채소가 간절했고,
그날 밤 잠들면서
미국자리공, 민들레,
곧 땅에서 올라올 봄의 아름다운 꽃들을 생각했다.","I was hungry for green vegetables,
and that night as I went off to sleep,
I thought of the pokeweeds, the dandelions,
the spring beauties that would soon be pressing up from the earth."
"더 많은 이야기
봄에 대하여 겨울 속의 그리고 나의 이야기의 끝의 시작","MORE ABOUT
The Spring in the Winter and the Beginning of My Story's End"
"올빼미가 깨뜨렸다 겨울의 주문을.
그때부터, 일들이 일어나기 시작했다 당신이 직접 봐야 믿을 수 있는.
곤충들이 나타났다 눈이 땅 위에 있는 동안에.
새들은 둥지를 짓고, 너구리들은 짝짓기를 하고, 여우들은 서로를 불렀다, 다시 찾으며 평생의 짝을.
2월 말에, 수액이 흐르기 시작했다 단풍나무에서.
나는 나무 몇 그루에 꼭지를 꽂고 수액을 끓여 시럽을 만들었다.
엄청나게 많은 수액이 필요하다 한 컵의 시럽을 만드는 데, 나는 알게 되었다—서른두 컵이, 정확히 말하면.","The owl had broken the spell of winter.
From that time on, things began to happen that you'd have to see to believe.
Insects appeared while the snow was on the ground.
Birds built nests, raccoons mated, foxes called to each other, seeking again their lifelong mates.
At the end of February, the sap began to run in the maple trees.
I tapped some trees and boiled the sap to syrup.
It takes an awful lot of sap to make one cup of syrup, I discovered—thirty-two cups, to be exact."
"이 모든 것이 있었고 나는 여전히 겨울용 모피 안감 속옷을 입고 있었다.
한두 마리의 새가 돌아왔고, 보호된 샘물 옆의 고사리들이 펼쳐졌다—아주 천천히, 하지만 그러했다.
그러자 활동이 탄력을 받았고, 내가 변화를 인식하기도 전에, 양배추악취풀이 있었다 우스꽝스러운 꽃을 내밀며 눈 위로 습지에서.
나는 몇 개를 따서 요리했지만, 맛이 없었다.
양배추악취풀은 양배추악취풀일 뿐이다.","All this and I was still in my winter fur-lined underwear.
One or two birds returned, the ferns by the protected spring unrolled—very slowly, but they did.
Then the activity gathered momentum, and before I was aware of the change, there were the skunk cabbages poking their funny blooms above the snow in the marsh.
I picked some and cooked them, but they aren't any good.
A skunk cabbage is a skunk cabbage."
"내 초원에서 나는 볼 수 있었다 계곡들이 초록으로 변하는 것을.
내 산은 여전히 눈으로 덮여 있어서, 나는 계곡으로 걸어 내려갔다 거의 매일 먹을 수 있는 식물을 찾으러.
프라이트풀은 내 어깨에 앉아 나와 함께 내려갔다.
그녀는 나보다 더 잘 알고 있었다 계절이 바뀌었다는 것을, 그리고 그녀는 하늘을 살폈다 레이더처럼.
어떤 생명체도 그 하늘 세계를 지나가지 못했다 프라이트풀에게 눈치채이지 않고는.
나는 생각했다 그녀가 자유로워지고 싶어 짝을 찾고 싶어 한다고, 하지만 나는 그녀를 보낼 수 없었다.
나는 여전히 의지했다 그녀의 재능과 동행에.
게다가, 그녀는 달랐고, 내가 만약 그녀를 보내더라도, 그녀는 아마 죽임을 당했을 것이다 다른 암컷에게, 왜냐하면 프라이트풀은 영역이 없었기 때문이다 솔송나무 숲 외에는, 그리고 그녀의 사냥 본능은 훈련되어 있었다 사람을 위해.
그녀는 포획된 새였지, 야생의 새가 아니었고, 그것은 거의 또 다른 종류의 새와 같다.","From my meadow I could see the valleys turning green.
My mountain was still snow-capped, so I walked into the valleys almost every day to scout them for edible plants.
Frightful rode down with me on my shoulder.
She knew even better than I that the season had changed, and she watched the sky like radar.
No life traveled that sky world unnoticed by Frightful.
I thought she wanted to be free and seek a mate, but I could not let her.
I still depended upon her talents and company.
Furthermore, she was different, and if I did let her go, she probably would have been killed by another female, for Frightful had no territory other than the hemlock patch, and her hunting instincts had been trained for man.
She was a captive, not a wild bird, and that is almost another kind of bird."
"어느 날 나는 계곡에서 덩이뿌리를 캐고 작은 새 민들레 싹을 모으고 있었는데 프라이트풀이 또 다른 매를 보았고 내 어깨에서 번개처럼 날아올랐다, 가죽끈을 내 손에서 잡아당기며 날아가면서.","One day I was in the valley digging tubers and collecting the tiny new dandelion shoots when Frightful saw another duck hawk and flew from my shoulder like a bolt, pulling the leash from my hand as she went."
"""프라이트풀!"" 나는 불렀다.","""Frightful!"" I called."
"""넌 지금 나를 떠나면 안 돼!""
나는 휘파람을 불고, 고기 한 조각을 내밀고, 그녀가 가죽끈이 나뭇가지에 걸리지 않기를 바랐다.
그녀는 내 머리 위에서 맴돌다가, 그 매를 보고 그런 다음 내 손을 보더니, 날개를 접고, 내 주먹 위로 내려왔다.","""You can't leave me now!""
I whistled, held out a piece of meat, and hoped she would not get her leash caught in a treetop.
She hovered above my head, looked at the falcon and then at my hand, folded her wings, and dropped to my fist."
"""나는 그걸 봤어!"" 한 목소리가 말했다.
나는 돌아보았고 한 젊은이를 보았다 나와 비슷한 또래의, 숲 가장자리에서 떨고 있는.","""I saw that!"" a voice said.
I spun around to see a young man about my own age, shivering at the edge of the woods."
"""너 그 야생 소년이지, 그렇지?""","""You're the wild boy, aren't you?"""
"나는 너무나 놀랐다 인간을 보게 되어 이 모든 차갑고 녹아내리는 고요함 속에서 그저 서서 그를 바라보았다.
정신을 차리고 나서 나는 대답했다,","I was so astonished to see a human being in all this cold thawing silence that I just stood and looked at him.
When I gathered my wits I replied,"
"""아니, 나는 그냥 시민이야.""","""No, I'm just a citizen."""
"""에이, 젠장,"" 그는 실망하며 말했다.
그러고는 추위에 굴복하고 떨었다 주변의 나뭇가지들이 딸각거릴 때까지.
그는 앞으로 나섰다.","""Aw, gee,"" he said with disappointment.
Then he gave in to the cold and shivered until the twigs around him rattled.
He stepped forward."
"""뭐, 어쨌든, 나는 맷 스펠이야.
나는 방과 후에 일해 포킵시 뉴요커라는 신문사에서.
나는 읽었어 모든 기사들을 캣스킬에 사는 야생 소년에 대한, 그리고 나는 생각했어 만약 그 소년을 찾아서 좋은 기사를 쓰면, 기자가 될 수 있을 거라고.
혹시 그 소년을 만난 적 있어?
그런 소년이 정말 있어?""","""Well, anyway, I'm Matt Spell.
I work after school on the Poughkeepsie New Yorker, a newspaper.
I read all the stories about the wild boy who lives in the Catskills, and I thought that if I found him and got a good story, I might get to be a reporter.
Have you ever run across him?
Is there such a boy?"""
"""에이, 다 헛소리야,"" 나는 말하며 마른 나무를 모아 숲 가장자리 근처에 쌓았다.
나는 재빨리 불을 붙였다, 그가 부싯돌과 부싯쇠를 알아채지 않기를 바라면서.
그는 너무 춥고 불꽃을 보고 너무 기뻐서 아무 말도 하지 않았다.","""Aw, it's all nonsense,"" I said as I gathered some dry wood and piled it near the edge of the woods.
I lit it swiftly, hoping he would not notice the flint and steel.
He was so cold and so glad to see the flames that he said nothing."
"나는 통나무를 굴려 불 옆으로 가져다주고 나무에 기대놓았다 산사나무 숲이 막아주는 매서운 바람으로부터.
그는 불꽃 위에 웅크리고 앉아 오랜 시간을 보냈고, 그러고는 거의 신발 밑창을 태울 뻔했다 발을 녹이면서.
그 정도로 비참했다.","I rolled a log up to the fire for him and shoved it against a tree that was blocked from the raw biting wind by a stand of hawthorns.
He crouched over the flames for a long time, then practically burnt the soles off his shoes warming his feet.
He was that miserable."
"""왜 더 따뜻하게 입지 않았어 이런 여행에?""
나는 물었다.","""Why didn't you dress warmer for this kind of a trip?""
I asked."
"""여기 이 축축한 추위에서 죽을 수도 있어.""","""You'll die up here in this damp cold."""
"""나도 죽어가는 것 같아,"" 그는 말했다, 불에 너무 가까이 앉아서 거의 불을 꺼뜨릴 뻔했다.
그는 잘생겼고, 열세 살이나 열네 살쯤으로 보였다.
그는 좋은 대담한 얼굴을 가졌고, 파란 눈에, 머리카락은 해빙기의 내 시냇물 색깔쯤 되었다.
그는 덩치가 컸지만, 자기 힘을 모르는 부류의 사람처럼 보였다.
나는 맷이 마음에 들었다.","""I think I am dying,"" he said, sitting so close to the fire, he almost smothered it.
He was nice looking, about thirteen or fourteen, I would have said.
He had a good bold face, blue eyes, hair about the color of my stream in the thaw.
Although he was big, he looked like the kind of fellow who didn't know his own strength.
I liked Matt."
"""나 아직 샌드위치가 하나 있어,"" 그는 말했다.","""I've still got a sandwich,"" he said."
"""반 나눠 먹을래?""","""Want half?"""
"""아니, 괜찮아,"" 나는 말했다.","""No, thanks,"" I said."
"""나는 점심을 가져왔거든.""
프라이트풀은 이 모든 동안 내 어깨에 앉아 있었지만, 이제 연기가 그녀를 괴롭혀서 더 높은 횃대로 뛰어올랐다.
나는 아직 가죽끈으로 그녀를 묶고 있었다.","""I brought my lunch.""
Frightful had been sitting on my shoulder through all this, but now the smoke was bothering her and she hopped to a higher perch.
I still had her on the leash."
"""네 어깨에 새가 있었어,"" 맷이 말했다.","""There was a bird on your shoulder,"" Matt said."
"""눈이 멋지더라.
혹시 그 새를 알아?""","""He had nice eyes.
Do you know him?"""
"""나는 일종의 아마추어 매사냥꾼이야,"" 나는 대답했다.","""I'm sort of an amateur falconer,"" I replied."
"""여기 올라와서 내 새를 훈련시키는 거야.
암컷이야—프라이트풀이 이름이야.""","""I come up here to train my bird.
It's a she—Frightful is her name."""
"""그 새가 뭔가 잡아?""","""Does she catch anything?"""
"""가끔.
얼마나 배고파?"" 나는 물었다 그의 두 번째 한 입이 샌드위치를 끝내자.","""Now and then.
How hungry are you?"" I asked as his second bite finished the sandwich."
"""배가 고파 죽겠어; 하지만 네 점심을 나누지 마.
돈이 좀 있으니까, 어느 길이 델리 쪽으로 가는지만 알려줘.""","""I'm starved; but don't share your lunch.
I have some money, just tell me which road takes you toward Delhi."""
"나는 일어서서 프라이트풀에게 휘파람을 불었다.
그녀가 날아 내려왔다.
나는 그녀의 발목줄에서 가죽끈을 풀었다.
나는 잠시 그녀의 머리를 쓰다듬었다; 그런 다음 그녀를 공중으로 던지고 들판으로 걸어 나갔다, 수풀을 차며 걸으면서.","I stood up and whistled to Frightful.
She flew down.
I undid her leash from her jesses.
I stroked her head for a moment; then threw her into the air and walked out into the field, kicking the brush as I went."
"나는 일찍이 많은 토끼 발자국을 발견했었고, 진흙투성이 땅 위에서 최대한 따라갔다.
나는 토끼 한 마리를 몰아내자 프라이트풀이 몸을 비틀며 하늘에서 내려와 그것을 잡았다.","I had noticed a lot of rabbit tracks earlier, and followed them over the muddy earth as best I could.
I kicked up a rabbit and with a twist Frightful dropped out of the sky and took it."
"토끼 구이는 어떤 상황에서도 훌륭하지만, 춥고 배고플 때는 최고다.
맷은 한 입 한 입을 즐겼다.
나는 적은 양을 먹었다 사교적으로, 왜냐하면 나는 특별히 배가 고프지 않았기 때문이다.
나는 감히 호두를 꺼내줄 수 없었다 주머니 속의, 왜냐하면 너무 많은 글이 쓰여졌으니까 그 소년이 견과류로 살아간다는.","Roast rabbit is marvelous under any conditions, but when you're cold and hungry it is superb.
Matt enjoyed every bite.
I worked on a small portion to be sociable, for I was not especially hungry.
I dared not offer him the walnuts in my pocket, for too much had been written about that boy living off nuts."
"""내 온 순환계가 감사하다고 해,"" 맷이 말했다.
그는 진심이었다, 왜냐하면 그의 손과 발이 이제 따뜻해졌고, 파란 색이 입술에서 사라지고 좋은 따뜻한 붉은색으로 바뀌었으니까.","""My whole circulatory system thanks you,"" Matt said.
He meant it, for his hands and feet were now warm, and the blue color had left his lips and was replaced by a good warm red."
"""그런데, 이름이 뭐야?""","""By the way, what's your name?"""
"""샘. 샘 그리블리,"" 나는 말했다.","""Sam. Sam Gribley,"" I said."
"""샘, 만약 코트를 하나 빌릴 수 있다면 너한테, 나는 버스 정류장까지 갈 수 있을 것 같아 얼어 죽지 않고.
산에서 이렇게 훨씬 더 추울 줄은 정말 몰랐어.
우편으로 돌려보낼 수 있어.""","""Sam, if I could borrow a coat from you, I think I could make it to the bus station without freezing to death.
I sure didn't think it would be so much colder in the mountains.
I could mail it back to you."""
"""글쎄,"" 나는 망설이며, ""우리 집은 여기서 꽤 멀어.
나는 그리블리 농장에 살고 가끔 여기 내려와서 매로 사냥할 뿐이야; 하지만 아마 오래된 말 담요 같은 걸 찾을 수 있을 거야 이 근처 버려진 헛간 중 하나에서.""","""Well,"" I hesitated, ""my house is pretty far from here.
I live on the Gribley farm and just come down here now and then to hunt with the falcon; but maybe we could find an old horse blanket or something in one of the deserted barns around here."""
"""에이, 됐어, 샘.
뛰어서 몸을 녹일게.
혹시 이 야생 소년에 대해 생각이 있어—그 이야기들이 가리키는 것 같은 사람을 본 적 있어?""","""Aw, never mind, Sam.
I'll run to keep warm.
Have you any ideas about this wild boy—seen anyone that you think the stories might be referring to?"""
"""도로 쪽으로 출발하자,"" 나는 말하며 불을 꺼버렸다.
나는 그를 숲 사이로 이끌었다 내가 어지러워지고 그가 길을 잃을 때까지, 그런 다음 도로로 향했다.
숲 가장자리에서 나는 말했다,","""Let's start toward the road,"" I said as I stamped out the fire.
I wound him through the forest until I was dizzy and he was lost, then headed for the road.
At the edge of the woods I said,"
"""맷, 나는 그 소년을 본 적이 있어.""","""Matt, I have seen that boy."""
"맷 스펠은 걸음을 멈추었다.","Matt Spell stopped."
"""와, 샘, 그 소년에 대해 말해줘.""
나는 종이가 바스락거리는 소리를 들었고, 맷의 차가운 손이 노트에 쓰기에 굳지 않았음을 보았다.","""Gee, Sam, tell me about him.""
I could hear paper rattle, and saw that Matt's cold hands were not too stiff to write in his notebook."
"우리는 길을 좀 걸었고 그러고 나서 나는 말했다,","We walked down the road a bit and then I said,"
"""글쎄, 그 소년은 어느 날 집에서 도망쳤고 다시는 돌아가지 않았어.""","""Well, he ran away from home one day and never went back."""
"""어디에 살아?
뭘 입어?""","""Where does he live?
What does he wear?"""
"우리는 도로 가장자리의 돌 위에 앉았다.
그것은 소나무 뒤에 있었고, 찢어지는 바람을 피할 수 있었다.","We sat down on a stone along the edge of the road.
It was behind a pine tree, and out of the ripping wind."
"""그는 여기서 서쪽에 산다 동굴에서.
그는 곰가죽 코트를 입고, 긴 머리카락을 하고 있어—엉키고 도꼬마리 열매가 가득한—그리고 그에 따르면 낚시로 생계를 유지해.""","""He lives west of here in a cave.
He wears a bearskin coat, has long hair—all matted and full of burrs—and according to him he fishes for a living."""
"""그 소년과 이야기했어?"" 그는 밝게 물었다.","""You've talked to him?"" he asked brightly."
"""오, 그래, 나는 그와 이야기해.""","""Oh, yes, I talk to him."""
"""오, 이거 대단해!""
그는 열정적으로 적었다.","""Oh, this is great!""
He wrote furiously."
"""눈 색깔이 뭐야?""","""What color are his eyes?"""
"""내 생각에 푸르스름한 회색이야, 약간의 갈색이 섞인.""","""I think they are bluish gray, with a little brown in them."""
"""머리카락은?""","""His hair?"""
"""거무스름해—정확히 말하기 어려웠어 그 너구리 꼬리들 아래로는.""","""Darkish—I couldn't really tell under all those coon tails."""
